center,left,right,steering,throttle,brake,speed
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_357.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_357.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_357.jpg,0,0,0,2.509448E-06
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_430.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_430.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_430.jpg,0,0,0,3.571056E-06
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_498.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_498.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_498.jpg,0,0,0,3.836363E-06
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_569.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_569.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_569.jpg,0,0.05815172,0,0.02281242
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_645.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_645.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_645.jpg,0,0.2497287,0,0.1123626
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_718.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_718.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_718.jpg,0,0.490953,0,0.5041959
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_785.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_785.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_785.jpg,0,0.6756928,0,0.9624635
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_862.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_862.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_862.jpg,-0.1665952,0.9059787,0,1.726145
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_11_936.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_11_936.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_11_936.jpg,0,1,0,2.652624
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_008.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_008.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_008.jpg,0,1,0,3.588839
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_080.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_080.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_080.jpg,0,1,0,4.29386
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_157.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_157.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_157.jpg,0,1,0,5.224988
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_225.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_225.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_225.jpg,-0.1,1,0,5.916913
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_300.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_300.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_300.jpg,-0.3,1,0,6.818589
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_373.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_373.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_373.jpg,-0.1096623,1,0,7.727474
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_445.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_445.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_445.jpg,0,1,0,8.402288
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_516.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_516.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_516.jpg,0,1,0,9.300592
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_587.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_587.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_587.jpg,0,1,0,10.19275
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_663.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_663.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_663.jpg,0,1,0,10.85731
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_733.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_733.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_733.jpg,-0.1,1,0,11.57026
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_802.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_802.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_802.jpg,-0.25,1,0,12.43558
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_880.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_880.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_880.jpg,-0.4182665,1,0,13.30151
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_12_947.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_12_947.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_12_947.jpg,-0.1838558,1,0,14.1447
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_016.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_016.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_016.jpg,-0.005328655,1,0,14.57314
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_093.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_093.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_093.jpg,0,1,0,15.41153
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_162.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_162.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_162.jpg,0,1,0,16.26821
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_238.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_238.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_238.jpg,-0.05,1,0,17.1001
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_317.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_317.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_317.jpg,-0.25,1,0,17.8966
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_395.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_395.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_395.jpg,-0.4067008,1,0,18.63844
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_470.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_470.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_470.jpg,-0.1817966,0.9016416,0,19.42306
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_540.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_540.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_540.jpg,-0.009284735,0.7291298,0,19.73706
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_616.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_616.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_616.jpg,0,0.4957898,0,20.12489
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_688.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_688.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_688.jpg,-0.1,0.2479415,0,20.29256
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_762.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_762.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_762.jpg,-0.25,0.2521901,0,20.54899
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_836.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_836.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_836.jpg,-0.1853514,0.4411249,0,20.70159
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_910.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_910.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_910.jpg,0,0.2182577,0,20.87978
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_13_986.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_13_986.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_13_986.jpg,0,0,0,20.82297
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_054.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_054.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_054.jpg,-0.05,0,0,20.3796
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_123.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_123.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_123.jpg,-0.2,0,0,20.56292
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_200.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_200.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_200.jpg,-0.4,0.1347449,0,20.3523
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_277.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_277.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_277.jpg,-0.6000001,0.3711634,0,20.30239
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_354.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_354.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_354.jpg,-0.8294914,0.5662344,0,20.391
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_430.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_430.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_430.jpg,-0.6016924,0.3384354,0,20.61111
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_507.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_507.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_507.jpg,-0.3709116,0.1076546,0,20.68523
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_582.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_582.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_582.jpg,-0.1802523,0,0,20.40788
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_652.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_652.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_652.jpg,0,0,0,20.20692
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_726.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_726.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_726.jpg,0,0.08218217,0,20.01554
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_803.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_803.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_803.jpg,0,0.2790391,0,20.29627
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_882.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_882.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_882.jpg,0,0.5095925,0,20.51306
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_14_958.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_14_958.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_14_958.jpg,0,0.5564582,0,20.91368
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_15_035.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_15_035.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_15_035.jpg,0,0.3235474,0,21.19288
/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/center_2018_08_06_22_28_15_107.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/left_2018_08_06_22_28_15_107.jpg,/home/yunwu/Udacity/SelfDrivingCarEngineering/week09/001.projectbehvclone/project/data/IMG/right_2018_08_06_22_28_15_107.jpg,0,0.1075888,0,21.25056
